word,value
interests,5
intimacy,5
intimate,5
intricate,5
intrigue,5
intriguing,5
intriguingly,5
intuitive,5
invaluable,5
invaluablely,5
inventive,5
invigorate,5
invigorating,5
invincibility,5
invincible,5
inviolable,5
inviolate,5
invulnerable,5
irreplaceable,5
irreproachable,5
irresistible,5
irresistibly,5
issue-free,5
jaw-droping,5
jaw-dropping,5
jollify,5
jolly,5
jovial,5
joy,5
joyful,5
joyfully,5
joyous,5
joyously,5
jubilant,5
jubilantly,5
jubilate,5
jubilation,5
jubiliant,5
judicious,5
justly,5
keen,5
keenly,5
keenness,5
kid-friendly,5
kindliness,5
kindly,5
kindness,5
knowledgeable,5
kudos,5
large-capacity,5
laud,5
laudable,5
laudably,5
lavish,5
lavishly,5
law-abiding,5
lawful,5
lawfully,5
lead,5
leading,5
leads,5
lean,5
led,5
legendary,5
leverage,5
levity,5
liberate,5
liberation,5
liberty,5
lifesaver,5
light-hearted,5
lighter,5
likable,5
like,5
liked,5
likes,5
liking,5
lionhearted,5
lively,5
logical,5
long-lasting,5
lovable,5
lovably,5
love,5
loved,5
loveliness,5
lovely,5
lover,5
loves,5
loving,5
low-cost,5
low-price,5
low-priced,5
low-risk,5
lower-priced,5
loyal,5
loyalty,5
lucid,5
lucidly,5
luck,5
luckier,5
luckiest,5
luckiness,5
lucky,5
lucrative,5
luminous,5
lush,5
luster,5
lustrous,5
luxuriant,5
luxuriate,5
luxurious,5
luxuriously,5
luxury,5
lyrical,5
magic,5
magical,5
magnanimous,5
magnanimously,5
magnificence,5
magnificent,5
magnificently,5
majestic,5
majesty,5
manageable,5
maneuverable,5
marvel,5
marveled,5
marvelled,5
marvellous,5
marvelous,5
marvelously,5
marvelousness,5
marvels,5
master,5
masterful,5
masterfully,5
masterpiece,5
masterpieces,5
masters,5
mastery,5
matchless,5
mature,5
maturely,5
maturity,5
meaningful,5
memorable,5
merciful,5
mercifully,5
mercy,5
merit,5
meritorious,5
merrily,5
merriment,5
merriness,5
merry,5
mesmerize,5
mesmerized,5
mesmerizes,5
mesmerizing,5
mesmerizingly,5
meticulous,5
meticulously,5
mightily,5
mighty,5
mind-blowing,5
miracle,5
miracles,5
miraculous,5
miraculously,5
miraculousness,5
modern,5
modest,5
modesty,5
momentous,5
monumental,5
monumentally,5
morality,5
motivated,5
multi-purpose,5
navigable,5
neat,5
neatest,5
neatly,5
nice,5
nicely,5
nicer,5
nicest,5
nifty,5
nimble,5
noble,5
nobly,5
noiseless,5
non-violence,5
non-violent,5
notably,5
noteworthy,5
nourish,5
nourishing,5
nourishment,5
novelty,5
nurturing,5
oasis,5
obsession,5
obsessions,5
obtainable,5
openly,5
openness,5
optimal,5
optimism,5
optimistic,5
opulent,5
orderly,5
originality,5
outdo,5
outdone,5
outperform,5
outperformed,5
outperforming,5
outperforms,5
outshine,5
outshone,5
outsmart,5
outstanding,5
outstandingly,5
outstrip,4
outwit,4
ovation,4
overjoyed,4
overtake,4
overtaken,4
overtakes,4
overtaking,4
overtook,4
overture,4
pain-free,4
painless,4
painlessly,4
palatial,4
pamper,4
pampered,4
pamperedly,4
pamperedness,4
pampers,4
panoramic,4
paradise,4
paramount,4
pardon,4
passion,4
passionate,4
passionately,4
patience,4
patient,4
patiently,4
patriot,4
patriotic,4
peace,4
peaceable,4
peaceful,4
peacefully,4
peacekeepers,4
peach,4
peerless,4
pep,4
pepped,4
pepping,4
peppy,4
peps,4
perfect,4
perfection,4
perfectly,4
permissible,4
perseverance,4
persevere,4
personages,4
personalized,4
phenomenal,4
phenomenally,4
picturesque,4
piety,4
pinnacle,4
playful,4
playfully,4
pleasant,4
pleasantly,4
pleased,4
pleases,4
pleasing,4
pleasingly,4
pleasurable,4
pleasurably,4
pleasure,4
plentiful,4
pluses,4
plush,4
plusses,4
poetic,4
poeticize,4
poignant,4
poise,4
poised,4
polished,4
polite,4
politeness,4
popular,4
portable,4
posh,4
positive,4
positively,4
positives,4
powerful,4
powerfully,4
praise,4
praiseworthy,4
praising,4
pre-eminent,4
precious,4
precise,4
precisely,4
preeminent,1
prefer,1
preferable,1
preferably,1
prefered,1
preferes,1
preferring,1
prefers,1
premier,1
prestige,1
prestigious,1
prettily,1
pretty,1
priceless,1
pride,1
principled,1
privilege,1
privileged,1
prize,1
proactive,1
problem-free,1
problem-solver,1
prodigious,1
prodigiously,1
prodigy,1
productive,1
productively,1
proficient,1
proficiently,1
profound,1
profoundly,1
profuse,1
profusion,1
progress,1
progressive,1
prolific,1
prominence,1
prominent,1
promise,1
promised,1
promises,1
promising,1
promoter,1
prompt,1
promptly,1
proper,1
properly,1
propitious,1
propitiously,1
pros,1
prosper,1
prosperity,1
prosperous,1
prospros,1
protect,1
protection,1
protective,1
proud,1
proven,1
proves,1
providence,1
proving,1
prowess,1
prudence,1
prudent,1
prudently,1
punctual,1
pure,1
purify,1
purposeful,1
quaint,1
qualified,1
qualify,1
quicker,1
quiet,1
quieter,1
radiance,1
radiant,1
rapid,1
rapport,1
rapt,1
rapture,1
raptureous,1
raptureously,1
rapturous,1
rapturously,1
rational,1
razor-sharp,2
reachable,2
readable,2
readily,2
ready,2
reaffirm,2
reaffirmation,2
realistic,2
realizable,2
reasonable,2
reasonably,2
reasoned,2
reassurance,2
reassure,2
receptive,2
reclaim,2
recomend,2
recommend,2
recommendation,2
recommendations,2
recommended,2
reconcile,2
reconciliation,2
record-setting,2
recover,2
recovery,2
rectification,2
rectify,2
rectifying,2
redeem,2
redeeming,2
redemption,2
refine,2
refined,2
refinement,2
reform,2
reformed,2
reforming,2
reforms,2
refresh,2
refreshed,2
refreshing,2
refund,2
refunded,2
regal,2
regally,2
regard,2
rejoice,2
rejoicing,2
rejoicingly,2
rejuvenate,2
rejuvenated,2
rejuvenating,2
relaxed,2
relent,2
reliable,2
reliably,2
relief,2
relish,2
remarkable,2
remarkably,2
remedy,2
remission,2
remunerate,2
renaissance,2
renewed,2
renown,2
renowned,2
replaceable,2
reputable,2
reputation,2
resilient,2
resolute,2
resound,2
resounding,2
resourceful,2
resourcefulness,2
respect,2
respectable,2
respectful,2
respectfully,2
respite,2
resplendent,2
responsibly,2
responsive,2
restful,2
restored,2
restructure,2
restructured,2
restructuring,2
retractable,2
revel,2
revelation,2
revere,2
reverence,2
reverent,2
reverently,2
revitalize,2
revival,2
revive,2
revives,2
revolutionary,2
revolutionize,2
revolutionized,2
revolutionizes,2
reward,2
rewarding,2
rewardingly,2
rich,2
richer,2
richly,2
richness,2
right,2
righten,2
righteous,2
righteously,2
righteousness,2
rightful,2
rightfully,2
rightly,2
rightness,2
risk-free,2
robust,2
rock-star,2
rock-stars,2
rockstar,2
rockstars,2
romantic,2
romantically,2
romanticize,2
roomier,2
roomy,2
rosy,2
safe,2
safely,2
sagacity,2
sagely,2
saint,2
saintliness,2
saintly,2
salutary,2
salute,2
sane,2
satisfactorily,2
satisfactory,2
satisfied,2
satisfies,2
satisfy,2
satisfying,2
satisified,2
saver,2
savings,2
savior,2
savvy,2
scenic,2
seamless,2
seasoned,2
secure,2
securely,2
selective,2
self-determination,2
self-respect,2
self-satisfaction,2
self-sufficiency,2
self-sufficient,2
sensation,2
sensational,2
sensationally,2
sensations,2
sensible,2
sensibly,2
sensitive,2
serene,2
serenity,2
sexy,2
sharp,2
sharper,2
sharpest,2
shimmering,2
shimmeringly,2
shine,2
shiny,2
significant,2
silent,2
simpler,2
simplest,2
simplified,2
simplifies,2
simplify,2
simplifying,2
sincere,2
sincerely,2
sincerity,2
skill,2
skilled,2
skillful,2
skillfully,2
slammin,2
sleek,2
slick,2
smart,2
smarter,2
smartest,2
smartly,2
smile,2
smiles,2
smiling,2
smilingly,2
smitten,2
smooth,2
smoother,2
smoothes,2
smoothest,2
smoothly,2
snappy,2
snazzy,2
sociable,2
soft,2
softer,2
solace,2
solicitous,2
solicitously,2
solid,2
solidarity,2
soothe,2
soothingly,2
sophisticated,2
soulful,2
soundly,2
soundness,2
spacious,2
sparkle,2
sparkling,2
spectacular,2
spectacularly,2
speedily,2
speedy,2
spellbind,2
spellbinding,2
spellbindingly,2
spellbound,2
spirited,2
spiritual,2
splendid,2
splendidly,2
splendor,2
spontaneous,2
sporty,2
spotless,2
sprightly,2
stability,2
stabilize,2
stable,2
stainless,2
standout,2
state-of-the-art,2
stately,2
statuesque,2
staunch,2
staunchly,2
staunchness,2
steadfast,2
steadfastly,2
steadfastness,2
steadiest,2
steadiness,2
steady,2
stellar,2
stellarly,2
stimulate,2
stimulates,2
stimulating,2
stimulative,2
stirringly,2
straighten,2
straightforward,2
streamlined,2
striking,2
strikingly,2
striving,2
strong,2
stronger,2
strongest,2
stunned,2
stunning,2
stunningly,2
stupendous,2
stupendously,2
sturdier,2
sturdy,2
stylish,2
stylishly,2
stylized,2
suave,2
suavely,2
sublime,2
subsidize,2
subsidized,2
subsidizes,2
subsidizing,2
substantive,2
succeed,2
succeeded,2
succeeding,2
succeeds,2
succes,2
success,2
successes,2
successful,2
successfully,2
suffice,2
sufficed,2
suffices,2
sufficient,2
sufficiently,2
suitable,2
sumptuous,2
sumptuously,2
sumptuousness,2
super,2
superb,2
superbly,2
superior,2
superiority,2
supple,2
support,2
supported,2
supporter,2
supporting,2
supportive,2
supports,2
supremacy,2
supreme,2
supremely,2
supurb,2
supurbly,2
surmount,2
surpass,2
surreal,2
survival,2
survivor,2
sustainability,2
sustainable,2
swank,2
swankier,2
swankiest,2
swanky,2
sweeping,2
sweet,2
sweeten,2
sweetheart,2
sweetly,2
sweetness,2
swift,2
swiftness,2
talent,2
talented,2
talents,2
tantalize,2
tantalizing,2
tantalizingly,2
tempt,2
tempting,2
temptingly,2
tenacious,2
tenaciously,2
tenacity,2
tender,2
tenderly,2
terrific,2
terrifically,2
thank,2
thankful,2
thinner,2
thoughtful,2
thoughtfully,2
thoughtfulness,2
thrift,2
thrifty,2
thrill,2
thrilled,2
thrilling,2
thrillingly,2
thrills,2
thrive,2
thriving,2
thumb-up,2
thumbs-up,2
tickle,2
tidy,2
time-honored,2
timely,2
tingle,2
titillate,2
titillating,2
titillatingly,2
togetherness,2
tolerable,2
toll-free,2
top,2
top-notch,2
top-quality,2
topnotch,2
tops,2
tough,2
tougher,2
toughest,2
traction,2
tranquil,2
tranquility,2
transparent,2
treasure,2
tremendously,2
trendy,2
triumph,2
triumphal,2
triumphant,2
triumphantly,2
trivially,2
trophy,2
trouble-free,2
trump,2
trumpet,2
trust,2
trusted,2
trusting,2
trustingly,2
trustworthiness,2
trustworthy,2
trusty,2
truthful,2
truthfully,2
truthfulness,2
twinkly,2
ultra-crisp,2
unabashed,2
unabashedly,2
unaffected,2
unassailable,2
unbeatable,2
unbiased,2
unbound,2
uncomplicated,2
unconditional,2
undamaged,2
undaunted,2
understandable,2
undisputable,2
undisputably,2
undisputed,2
unencumbered,2
unequivocal,2
unequivocally,2
unfazed,2
unfettered,2
unforgettable,2
unity,2
unlimited,2
unmatched,2
unparalleled,2
unquestionable,2
unquestionably,2
unreal,2
unrestricted,2
unrivaled,2
unselfish,2
unwavering,2
upbeat,2
upgradable,2
upgradeable,2
upgraded,2
upheld,2
uphold,2
uplift,2
uplifting,2
upliftingly,2
upliftment,2
upscale,2
usable,2
useable,2
useful,2
user-friendly,2
user-replaceable,2
valiant,2
valiantly,2
valor,2
valuable,2
variety,2
venerate,2
verifiable,2
veritable,2
versatile,2
versatility,2
vibrant,2
vibrantly,2
victorious,2
victory,2
viewable,2
vigilance,2
vigilant,2
virtue,2
virtuous,2
virtuously,2
visionary,2
vivacious,2
vivid,2
vouch,2
vouchsafe,2
warm,2
warmer,2
warmhearted,2
warmly,2
warmth,2
wealthy,2
welcome,2
well,2
well-backlit,2
well-balanced,2
well-behaved,2
well-being,2
well-bred,2
well-connected,2
well-educated,2
well-established,2
well-informed,2
well-intentioned,2
well-known,2
well-made,2
well-managed,2
well-mannered,2
well-positioned,2
well-received,2
well-regarded,2
well-rounded,2
well-run,2
well-wishers,2
wellbeing,2
whoa,2
wholeheartedly,2
wholesome,2
whooa,2
whoooa,2
wieldy,2
willing,2
willingly,2
willingness,2
win,2
windfall,2
winnable,2
winner,2
winners,2
winning,2
wins,2
wisdom,2
wise,2
wisely,2
witty,2
won,2
wonder,2
wonderful,2
wonderfully,2
wonderous,2
wonderously,2
wonders,2
wondrous,2
woo,2
work,2
workable,2
worked,2
works,3
world-famous,3
worth,3
worth-while,3
worthiness,3
worthwhile,3
worthy,3
wow,3
wowed,3
wowing,3
wows,3
yay,3
youthful,3
zeal,5
zenith,5
zest,5
zippy,5
